[2022-08-29 20:26:03 EDT] iverilog '-Wall' '-g2012' 'latch.v' design.sv testbench.sv  && unbuffer vvp a.out  
VCD info: dumpfile dump.vcd opened for output.
          0: clk = 1, start = 1, ready = 0, data = 000000000000000000000000, convst = 1, sck = 0, sdi = 0, sdo = 1
       1142: clk = 1, start = 0, ready = 0, data = 000fffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1143: clk = 1, start = 0, ready = 0, data = 000fffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1144: clk = 1, start = 0, ready = 0, data = 000fffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1145: clk = 1, start = 0, ready = 0, data = 000fffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1146: clk = 1, start = 0, ready = 0, data = 000fffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1147: clk = 1, start = 0, ready = 0, data = 000fffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1148: clk = 1, start = 0, ready = 0, data = 000fffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1149: clk = 1, start = 0, ready = 0, data = 000fffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1150: clk = 1, start = 0, ready = 0, data = 000fffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1151: clk = 1, start = 0, ready = 0, data = 000fffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1152: clk = 1, start = 0, ready = 0, data = 000fffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1153: clk = 1, start = 0, ready = 0, data = 000fffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1154: clk = 1, start = 0, ready = 0, data = 000fffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1155: clk = 1, start = 0, ready = 0, data = 000fffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1156: clk = 1, start = 0, ready = 0, data = 000fffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1157: clk = 1, start = 0, ready = 0, data = 000fffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1158: clk = 1, start = 0, ready = 0, data = 000fffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1159: clk = 1, start = 0, ready = 0, data = 000fffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1160: clk = 1, start = 0, ready = 0, data = 000fffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1161: clk = 1, start = 0, ready = 0, data = 000fffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1162: clk = 1, start = 0, ready = 0, data = 000fffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1163: clk = 1, start = 0, ready = 0, data = 000fffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1164: clk = 1, start = 0, ready = 0, data = 000fffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1165: clk = 1, start = 0, ready = 0, data = 000fffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1166: clk = 1, start = 0, ready = 0, data = 000fffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1167: clk = 1, start = 0, ready = 0, data = 000fffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1168: clk = 1, start = 0, ready = 0, data = 000fffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1169: clk = 1, start = 0, ready = 0, data = 000fffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1170: clk = 1, start = 0, ready = 0, data = 000fffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1171: clk = 1, start = 0, ready = 0, data = 000fffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1172: clk = 1, start = 0, ready = 0, data = 000fffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1173: clk = 1, start = 0, ready = 0, data = 000fffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1174: clk = 1, start = 0, ready = 0, data = 000fffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1175: clk = 1, start = 0, ready = 0, data = 000fffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1176: clk = 1, start = 0, ready = 0, data = 000fffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1177: clk = 1, start = 0, ready = 0, data = 000fffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1178: clk = 1, start = 0, ready = 0, data = 000fffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1179: clk = 1, start = 0, ready = 0, data = 000fffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1180: clk = 1, start = 0, ready = 0, data = 000fffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1181: clk = 1, start = 0, ready = 0, data = 000fffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1182: clk = 1, start = 0, ready = 0, data = 000fffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1183: clk = 1, start = 0, ready = 0, data = 000fffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1184: clk = 1, start = 0, ready = 0, data = 000fffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1185: clk = 1, start = 0, ready = 0, data = 000fffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1186: clk = 1, start = 0, ready = 0, data = 000fffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1187: clk = 1, start = 0, ready = 0, data = 000fffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1188: clk = 1, start = 0, ready = 0, data = 000fffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1189: clk = 1, start = 0, ready = 0, data = 000fffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1190: clk = 1, start = 0, ready = 0, data = 000fffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1191: clk = 1, start = 0, ready = 0, data = 000fffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1192: clk = 1, start = 0, ready = 0, data = 000fffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1193: clk = 1, start = 0, ready = 0, data = 000fffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1194: clk = 1, start = 0, ready = 0, data = 000fffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1195: clk = 1, start = 0, ready = 0, data = 000fffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1196: clk = 1, start = 0, ready = 0, data = 000fffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1197: clk = 1, start = 0, ready = 0, data = 000fffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1198: clk = 1, start = 0, ready = 0, data = 000fffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1199: clk = 1, start = 0, ready = 0, data = 000fffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1200: clk = 1, start = 0, ready = 0, data = 000fffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1201: clk = 1, start = 0, ready = 0, data = 000fffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1202: clk = 1, start = 0, ready = 0, data = 000fffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1203: clk = 1, start = 0, ready = 0, data = 000fffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1204: clk = 1, start = 0, ready = 0, data = 000fffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1205: clk = 1, start = 0, ready = 0, data = 000fffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1206: clk = 1, start = 0, ready = 0, data = 000fffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1207: clk = 1, start = 0, ready = 0, data = 000fffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1208: clk = 1, start = 0, ready = 0, data = 000fffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1209: clk = 1, start = 0, ready = 0, data = 000fffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1210: clk = 1, start = 0, ready = 0, data = 000fffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1211: clk = 1, start = 0, ready = 0, data = 000fffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1212: clk = 1, start = 0, ready = 0, data = 000fffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1213: clk = 1, start = 0, ready = 0, data = 000fffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1214: clk = 1, start = 0, ready = 0, data = 000fffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1215: clk = 1, start = 0, ready = 0, data = 000fffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1216: clk = 1, start = 0, ready = 0, data = 000fffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1217: clk = 1, start = 0, ready = 0, data = 000fffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1218: clk = 1, start = 0, ready = 0, data = 000fffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1219: clk = 1, start = 0, ready = 0, data = 000fffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1220: clk = 1, start = 0, ready = 0, data = 000fffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1221: clk = 1, start = 0, ready = 0, data = 000fffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1222: clk = 1, start = 0, ready = 0, data = 000fffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1223: clk = 1, start = 0, ready = 0, data = 000fffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1224: clk = 1, start = 0, ready = 0, data = 000fffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1225: clk = 1, start = 0, ready = 0, data = 000fffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1226: clk = 1, start = 0, ready = 0, data = 000fffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1227: clk = 1, start = 0, ready = 0, data = 000fffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1228: clk = 1, start = 0, ready = 0, data = 000fffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1229: clk = 1, start = 0, ready = 0, data = 000fffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1230: clk = 1, start = 0, ready = 0, data = 000fffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1231: clk = 1, start = 0, ready = 0, data = 000fffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1232: clk = 1, start = 0, ready = 0, data = 000fffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1233: clk = 1, start = 0, ready = 0, data = 000fffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1234: clk = 1, start = 0, ready = 0, data = 000fffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1235: clk = 1, start = 0, ready = 0, data = 000fffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1236: clk = 1, start = 0, ready = 0, data = 000fffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1237: clk = 1, start = 0, ready = 0, data = 000fffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1238: clk = 1, start = 0, ready = 0, data = 000fffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1239: clk = 1, start = 0, ready = 0, data = 000fffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1240: clk = 1, start = 0, ready = 0, data = 000fffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1241: clk = 1, start = 0, ready = 0, data = 000fffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1242: clk = 1, start = 0, ready = 0, data = 000fffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1243: clk = 1, start = 0, ready = 0, data = 000fffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1244: clk = 1, start = 0, ready = 0, data = 000fffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1245: clk = 1, start = 0, ready = 0, data = 000fffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1246: clk = 1, start = 0, ready = 0, data = 000fffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1247: clk = 1, start = 0, ready = 0, data = 000fffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1248: clk = 1, start = 0, ready = 0, data = 000fffffffffffffffffffff, convst = 0, sck = 0, sdi = 1, sdo = 1
       1249: clk = 1, start = 0, ready = 0, data = 001fffffffffffffffffffff, convst = 0, sck = 1, sdi = 1, sdo = 1
       1250: clk = 1, start = 0, ready = 0, data = 001fffffffffffffffffffff, convst = 0, sck = 0, sdi = 1, sdo = 1
       1251: clk = 1, start = 0, ready = 0, data = 003fffffffffffffffffffff, convst = 0, sck = 1, sdi = 1, sdo = 1
       1252: clk = 1, start = 0, ready = 0, data = 003fffffffffffffffffffff, convst = 0, sck = 0, sdi = 1, sdo = 1
       1253: clk = 1, start = 0, ready = 0, data = 007fffffffffffffffffffff, convst = 0, sck = 1, sdi = 1, sdo = 1
       1254: clk = 1, start = 0, ready = 0, data = 007fffffffffffffffffffff, convst = 0, sck = 0, sdi = 1, sdo = 1
       1255: clk = 1, start = 0, ready = 0, data = 00ffffffffffffffffffffff, convst = 0, sck = 1, sdi = 1, sdo = 1
       1256: clk = 1, start = 0, ready = 0, data = 00ffffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1257: clk = 1, start = 0, ready = 0, data = 01ffffffffffffffffffffff, convst = 0, sck = 1, sdi = 0, sdo = 1
       1258: clk = 1, start = 0, ready = 0, data = 01ffffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1259: clk = 1, start = 0, ready = 0, data = 03ffffffffffffffffffffff, convst = 0, sck = 1, sdi = 0, sdo = 1
       1260: clk = 1, start = 0, ready = 0, data = 03ffffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1261: clk = 1, start = 0, ready = 0, data = 07ffffffffffffffffffffff, convst = 0, sck = 1, sdi = 0, sdo = 1
       1262: clk = 1, start = 0, ready = 0, data = 07ffffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1263: clk = 1, start = 0, ready = 0, data = 0fffffffffffffffffffffff, convst = 0, sck = 1, sdi = 0, sdo = 1
       1264: clk = 1, start = 0, ready = 0, data = 0fffffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1265: clk = 1, start = 0, ready = 0, data = 1fffffffffffffffffffffff, convst = 0, sck = 1, sdi = 0, sdo = 1
       1266: clk = 1, start = 0, ready = 0, data = 1fffffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1267: clk = 1, start = 0, ready = 0, data = 3fffffffffffffffffffffff, convst = 0, sck = 1, sdi = 0, sdo = 1
       1268: clk = 1, start = 0, ready = 0, data = 3fffffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1269: clk = 1, start = 0, ready = 0, data = 7fffffffffffffffffffffff, convst = 0, sck = 1, sdi = 0, sdo = 1
       1270: clk = 1, start = 0, ready = 0, data = 7fffffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1271: clk = 1, start = 0, ready = 0, data = ffffffffffffffffffffffff, convst = 0, sck = 1, sdi = 0, sdo = 1
       1272: clk = 1, start = 0, ready = 0, data = ffffffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1273: clk = 1, start = 0, ready = 0, data = ffffffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1274: clk = 1, start = 0, ready = 0, data = ffffffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1275: clk = 1, start = 0, ready = 0, data = ffffffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1276: clk = 1, start = 0, ready = 0, data = ffffffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1277: clk = 1, start = 0, ready = 0, data = ffffffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1278: clk = 1, start = 0, ready = 0, data = ffffffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1279: clk = 1, start = 0, ready = 1, data = ffffffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1280: clk = 1, start = 0, ready = 1, data = ffffffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1281: clk = 1, start = 0, ready = 1, data = ffffffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1282: clk = 1, start = 0, ready = 1, data = ffffffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1283: clk = 1, start = 0, ready = 1, data = ffffffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1284: clk = 1, start = 0, ready = 1, data = ffffffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1285: clk = 1, start = 0, ready = 1, data = ffffffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1286: clk = 1, start = 0, ready = 1, data = ffffffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1287: clk = 1, start = 0, ready = 1, data = ffffffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1288: clk = 1, start = 0, ready = 1, data = ffffffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1289: clk = 1, start = 0, ready = 1, data = ffffffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1290: clk = 1, start = 0, ready = 1, data = ffffffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1291: clk = 1, start = 0, ready = 1, data = ffffffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1292: clk = 1, start = 0, ready = 1, data = ffffffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1293: clk = 1, start = 0, ready = 1, data = ffffffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1294: clk = 1, start = 0, ready = 1, data = ffffffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1295: clk = 1, start = 0, ready = 1, data = ffffffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1296: clk = 1, start = 0, ready = 1, data = ffffffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1297: clk = 1, start = 0, ready = 1, data = ffffffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1298: clk = 1, start = 0, ready = 1, data = ffffffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
       1299: clk = 1, start = 0, ready = 1, data = ffffffffffffffffffffffff, convst = 0, sck = 0, sdi = 0, sdo = 1
Done
